province;red;green;blue;x;x
3563;129;39;209;;x
3564;171;42;82;;x
3565;3;45;210;;x
3566;45;48;83;;x
3567;87;51;211;;x
3568;129;54;84;;x
3569;171;57;212;;x
3570;3;60;85;;x
3571;45;63;213;;x
3572;87;66;86;;x
3573;129;69;214;;x
3574;171;72;87;;x
3575;3;75;215;;x
3576;45;78;88;;x
3577;87;81;216;;x
3578;129;84;89;;x
3579;171;87;217;;x
3580;3;90;90;;x
3581;45;93;218;;x
3582;87;96;91;;x
3583;129;99;219;;x
3584;171;102;92;;x
3585;3;105;220;;x
3586;45;108;93;;x
3587;87;111;221;;x
3588;129;114;94;;x
3589;171;117;222;;x
3590;3;120;95;;x
3591;45;123;223;;x
3592;87;126;96;;x
3593;129;129;224;;x
3594;171;132;97;;x
3595;3;135;225;;x
3596;45;138;98;;x
3597;87;141;226;;x
3598;129;144;99;;x
3599;171;147;227;;x
3600;3;150;0;;x
3601;45;153;128;;x
3602;87;156;1;;x
3603;129;159;129;;x
3604;171;162;2;;x
3605;3;165;130;;x
3606;45;168;3;;x
3607;87;171;131;;x
3608;129;174;4;;x
3609;171;177;132;;x
3610;3;180;5;;x
3611;45;183;133;;x
3612;87;186;6;;x
3613;129;189;134;;x
3614;171;192;7;;x
3615;3;195;135;;x
3616;45;198;8;;x
3617;87;201;136;;x
3618;129;204;9;;x
3619;171;207;137;;x
3620;3;210;10;;x
3621;45;0;138;;x
3622;87;3;11;;x
3623;129;6;139;;x
3624;171;9;12;;x
3625;3;12;140;;x
3626;45;15;13;;x
3627;87;18;141;;x
3628;129;21;14;;x
3629;171;24;142;;x
3630;3;27;15;;x
3631;45;30;143;;x
3632;87;33;16;;x
3633;129;36;144;;x
3634;171;39;17;;x
3635;3;42;145;;x
3636;45;45;18;;x
3637;87;48;146;;x
3638;129;51;19;;x
3639;171;54;147;;x
3640;3;57;20;;x
3641;45;60;148;;x
3642;87;63;21;;x
3643;129;66;149;;x
3644;171;69;22;;x
3645;3;72;150;;x
3646;45;75;23;;x
3647;87;78;151;;x
3648;129;81;24;;x
3649;171;84;152;;x
3650;3;87;25;;x
3651;45;90;153;;x
3652;87;93;26;;x
3653;129;96;154;;x
3654;171;99;27;;x
3655;3;102;155;;x
3656;45;105;28;;x
3657;87;108;156;;x
3658;129;111;29;;x
3659;171;114;157;;x
3660;3;117;30;;x
3661;45;120;158;;x
3662;87;123;31;;x
3663;129;126;159;;x
3664;171;129;32;;x
3665;3;132;160;;x
3666;45;135;33;;x
3667;87;138;161;;x
3668;129;141;34;;x
3669;171;144;162;;x
3670;3;147;35;;x
3671;45;150;163;;x
3672;87;153;36;;x
3673;129;156;164;;x
3674;171;159;37;;x
3675;3;162;165;;x
3676;45;165;38;;x
3677;87;168;166;;x
3678;129;171;39;;x
3679;171;174;167;;x
3680;3;177;40;;x
3681;45;180;168;;x
3682;87;183;41;;x
3683;129;186;169;;x
3684;171;189;42;;x
3685;3;192;170;;x
3686;45;195;43;;x
3687;87;198;171;;x
3688;129;201;44;;x
3689;171;204;172;;x
3690;3;207;45;;x
3691;45;210;173;;x
3692;87;0;46;;x
3693;129;3;174;;x
3694;171;6;47;;x
3695;3;9;175;;x
3696;45;12;48;;x
3697;87;15;176;;x
3698;129;18;49;;x
3699;171;21;177;;x
3700;3;24;50;;x
3701;45;27;178;;x
3702;87;30;51;;x
3703;129;33;179;;x
3704;171;36;52;;x
3705;3;39;180;;x
3706;45;42;53;;x
3707;87;45;181;;x
3708;129;48;54;;x
3709;171;51;182;;x
3710;3;54;55;;x
3711;45;57;183;;x
3712;87;60;56;;x
3713;129;63;184;;x
3714;171;66;57;;x
3715;3;69;185;;x
3716;45;72;58;;x
3717;87;75;186;;x
3718;129;78;59;;x
3719;171;81;187;;x
3720;3;84;60;;x
3721;45;87;188;;x
3722;87;90;61;;x
3723;129;93;189;;x
3724;171;96;62;;x
3725;3;99;190;;x
3726;45;102;63;;x
3727;87;105;191;;x
3728;129;108;64;;x
3729;171;111;192;;x
3730;3;114;65;;x
3731;45;117;193;;x
3732;87;120;66;;x
3733;129;123;194;;x
3734;171;126;67;;x
3735;3;129;195;;x
3736;45;132;68;;x
3737;87;135;196;;x
3738;129;138;69;;x
3739;171;141;197;;x
3740;3;144;70;;x
3741;45;147;198;;x
3742;87;150;71;;x
3743;129;153;199;;x
3744;171;156;72;;x
3745;3;159;200;;x
3746;45;162;73;;x
3747;87;165;201;;x
3748;129;168;74;;x
3749;171;171;202;;x
3750;3;174;75;;x
3751;45;177;203;;x
3752;87;180;76;;x
3753;129;183;204;;x
3754;171;186;77;;x
3755;3;189;205;;x
3756;45;192;78;;x
3757;87;195;206;;x
3758;129;198;79;;x
3759;171;201;207;;x
3760;3;204;80;;x
3761;45;207;208;;x
3762;87;210;81;;x
3763;129;0;209;;x
3764;171;3;82;;x
3765;3;6;210;;x
3766;45;9;83;;x
3767;87;12;211;;x
3768;129;15;84;;x
3769;171;18;212;;x
3770;3;21;85;;x
3771;45;24;213;;x
3772;87;27;86;;x
3773;129;30;214;;x
3774;171;33;87;;x
3775;3;36;215;;x
3776;45;39;88;;x
3777;87;42;216;;x
3778;129;45;89;;x
3779;171;48;217;;x
3780;3;51;90;;x
3781;45;54;218;;x
3782;87;57;91;;x
3783;129;60;219;;x
3784;171;63;92;;x
3785;3;66;220;;x
3786;45;69;93;;x
3787;87;72;221;;x
3788;129;75;94;;x
3789;171;78;222;;x
3790;3;81;95;;x
3791;45;84;223;;x
3792;87;87;96;;x
3793;129;90;224;;x
3794;171;93;97;;x
3795;3;96;225;;x
3796;45;99;98;;x
3797;87;102;226;;x
3798;129;105;99;;x
3799;171;108;227;;x
3800;3;111;0;;x
3801;45;114;128;;x
3802;87;117;1;;x
3803;129;120;129;;x
3804;171;123;2;;x
3805;3;126;130;;x
3806;45;129;3;;x
3807;87;132;131;;x
3808;129;135;4;;x
3809;171;138;132;;x
3810;3;141;5;;x
3811;45;144;133;;x
3812;87;147;6;;x
3813;129;150;134;;x
3814;171;153;7;;x
3815;3;156;135;;x
3816;45;159;8;;x
3817;87;162;136;;x
3818;129;165;9;;x
3819;171;168;137;;x
3820;3;171;10;;x
3821;45;174;138;;x
3822;87;177;11;;x
3823;129;180;139;;x
3824;171;183;12;;x
3825;3;186;140;;x
3826;45;189;13;;x
3827;87;192;141;;x
3828;129;195;14;;x
3829;171;198;142;;x
3830;3;201;15;;x
3831;45;204;143;;x
3832;87;207;16;;x
3833;129;210;144;;x
3834;171;0;17;;x
3835;3;3;145;;x
3836;45;6;18;;x
3837;87;9;146;;x
3838;129;12;19;;x
3839;171;15;147;;x
3840;3;18;20;;x
3841;45;21;148;;x
3842;87;24;21;;x
3843;129;27;149;;x
3844;171;30;22;;x
3845;3;33;150;;x
3846;45;36;23;;x
3847;87;39;151;;x
3848;129;42;24;;x
3849;171;45;152;;x
3850;3;48;25;;x
3851;45;51;153;;x
3852;87;54;26;;x
3853;129;57;154;;x
3854;171;60;27;;x
3855;3;63;155;;x
3856;45;66;28;;x
3857;87;69;156;;x
3858;129;72;29;;x
3859;171;75;157;;x
3860;3;78;30;;x
3861;45;81;158;;x
3862;87;84;31;;x
3863;129;87;159;;x
3864;171;90;32;;x
3865;3;93;160;;x
3866;45;96;33;;x
3867;87;99;161;;x
3868;129;102;34;;x
3869;171;105;162;;x
3870;3;108;35;;x
3871;45;111;163;;x
3872;87;114;36;;x
3873;129;117;164;;x
3874;171;120;37;;x
3875;3;123;165;;x
3876;45;126;38;;x
3877;87;129;166;;x
3878;129;132;39;;x
3879;171;135;167;;x
3880;3;138;40;;x
3881;45;141;168;;x
3882;87;144;41;;x
3883;129;147;169;;x
3884;171;150;42;;x
3885;3;153;170;;x
3886;45;156;43;;x
3887;87;159;171;;x
3888;129;162;44;;x
3889;171;165;172;;x
3890;3;168;45;;x
3891;45;171;173;;x
3892;87;174;46;;x
3893;129;177;174;;x
3894;171;180;47;;x
3895;3;183;175;;x
3896;45;186;48;;x
3897;87;189;176;;x
3898;129;192;49;;x
3899;171;195;177;;x
3900;3;198;50;;x
3901;45;201;178;;x
3902;87;204;51;;x
3903;129;207;179;;x
3904;171;210;52;;x
3905;3;0;180;;x
3906;45;3;53;;x
3907;87;6;181;;x
3908;129;9;54;;x
3909;171;12;182;;x
3910;3;15;55;;x
3911;45;18;183;;x
3912;87;21;56;;x
3913;129;24;184;;x
3914;171;27;57;;x
3915;3;30;185;;x
3916;45;33;58;;x
3917;87;36;186;;x
3918;129;39;59;;x
3919;171;42;187;;x
3920;3;45;60;;x
3921;45;48;188;;x
3922;87;51;61;;x
3923;129;54;189;;x
3924;171;57;62;;x
3925;3;60;190;;x
3926;45;63;63;;x
3927;87;66;191;;x
3928;129;69;64;;x
3929;171;72;192;;x
3930;3;75;65;;x
3931;45;78;193;;x
3932;87;81;66;;x
3933;129;84;194;;x
3934;171;87;67;;x
3935;3;90;195;;x
3936;45;93;68;;x
3937;87;96;196;;x
3938;129;99;69;;x
3939;171;102;197;;x
3940;3;105;70;;x
3941;45;108;198;;x
3942;87;111;71;;x
3943;129;114;199;;x
3944;171;117;72;;x
3945;3;120;200;;x
3946;45;123;73;;x
3947;87;126;201;;x
3948;129;129;74;;x
3949;171;132;202;;x
3950;3;135;75;;x
3951;45;138;203;;x
3952;87;141;76;;x
3953;129;144;204;;x
3954;171;147;77;;x
3955;3;150;205;;x
3956;45;153;78;;x
3957;87;156;206;;x
3958;129;159;79;;x
3959;171;162;207;;x
3960;3;165;80;;x
3961;45;168;208;;x
3962;87;171;81;;x
3963;129;174;209;;x
3964;171;177;82;;x
3965;3;180;210;;x
3966;45;183;83;;x
3967;87;186;211;;x
3968;129;189;84;;x
3969;171;192;212;;x
3970;3;195;85;;x
3971;45;198;213;;x
3972;87;201;86;;x
3973;129;204;214;;x
3974;171;207;87;;x
3975;3;210;215;;x
3976;45;0;88;;x
3977;87;3;216;;x
3978;129;6;89;;x
3979;171;9;217;;x
3980;3;12;90;;x
3981;45;15;218;;x
3982;87;18;91;;x
3983;129;21;219;;x
3984;171;24;92;;x
3985;3;27;220;;x
3986;45;30;93;;x
3987;87;33;221;;x
3988;129;36;94;;x
3989;171;39;222;;x
3990;3;42;95;;x
3991;45;45;223;;x
3992;87;48;96;;x
3993;129;51;224;;x
3994;171;54;97;;x
3995;3;57;225;;x
3996;45;60;98;;x
3997;87;63;226;;x
3998;129;66;99;;x
3999;171;69;227;;x
4000;4;72;0;;x
4001;46;75;128;;x
4002;88;78;1;;x
4003;130;81;129;;x
4004;172;84;2;;x
4005;4;87;130;;x
4006;46;90;3;;x
4007;88;93;131;;x
4008;130;96;4;;x
4009;172;99;132;;x
4010;4;102;5;;x
4011;46;105;133;;x
4012;88;108;6;;x
4013;130;111;134;;x
4014;172;114;7;;x
4015;4;117;135;;x
4016;46;120;8;;x
4017;88;123;136;;x
4018;130;126;9;;x
4019;172;129;137;;x
4020;4;132;10;;x
4021;46;135;138;;x
4022;88;138;11;;x
4023;130;141;139;;x
4024;172;144;12;;x
4025;4;147;140;;x
4026;46;150;13;;x
4027;88;153;141;;x
4028;130;156;14;;x
4029;172;159;142;;x
4030;4;162;15;;x
4031;46;165;143;;x
4032;88;168;16;;x
4033;130;171;144;;x
4034;172;174;17;;x
4035;4;177;145;;x
4036;46;180;18;;x
4037;88;183;146;;x
4038;130;186;19;;x
4039;172;189;147;;x
4040;4;192;20;;x
4041;46;195;148;;x
4042;88;198;21;;x
4043;130;201;149;;x
4044;172;204;22;;x
4045;4;207;150;;x
4046;46;210;23;;x
4047;88;0;151;;x
4048;130;3;24;;x
4049;172;6;152;;x
4050;4;9;25;;x
4051;46;12;153;;x
4052;88;15;26;;x
4053;130;18;154;;x
4054;172;21;27;;x
4055;4;24;155;;x
4056;46;27;28;;x
4057;88;30;156;;x
4058;130;33;29;;x
4059;172;36;157;;x
4060;4;39;30;;x
4061;46;42;158;;x
4062;88;45;31;;x
4063;130;48;159;;x
4064;172;51;32;;x
4065;4;54;160;;x
4066;46;57;33;;x
4067;88;60;161;;x
4068;130;63;34;;x
4069;172;66;162;;x
4070;4;69;35;;x
4071;46;72;163;;x
4072;88;75;36;;x
4073;130;78;164;;x
4074;172;81;37;;x
4075;4;84;165;;x
4076;46;87;38;;x
4077;88;90;166;;x
4078;130;93;39;;x
4079;172;96;167;;x
4080;4;99;40;;x
4081;46;102;168;;x
4082;88;105;41;;x
4083;130;108;169;;x
4084;172;111;42;;x
4085;4;114;170;;x
4086;46;117;43;;x
4087;88;120;171;;x
4088;130;123;44;;x
4089;172;126;172;;x
4090;4;129;45;;x
4091;46;132;173;;x
4092;88;135;46;;x
4093;130;138;174;;x
4094;172;141;47;;x
4095;4;144;175;;x
4096;46;147;48;;x
4097;88;150;176;;x
4098;130;153;49;;x
4099;172;156;177;;x
4100;4;159;50;;x
4101;46;162;178;;x
4102;88;165;51;;x
4103;130;168;179;;x
4104;172;171;52;;x
4105;4;174;180;;x
4106;46;177;53;;x
4107;88;180;181;;x
4108;130;183;54;;x
4109;172;186;182;;x
4110;4;189;55;;x
4111;46;192;183;;x
4112;88;195;56;;x
4113;130;198;184;;x
4114;172;201;57;;x
4115;4;204;185;;x
4116;46;207;58;;x
4117;88;210;186;;x
4118;130;0;59;;x
4119;172;3;187;;x
4120;4;6;60;;x
4121;46;9;188;;x
4122;88;12;61;;x
4123;130;15;189;;x
4124;172;18;62;;x
4125;4;21;190;;x
4126;46;24;63;;x
4127;88;27;191;;x
4128;130;30;64;;x
4129;172;33;192;;x
4130;4;36;65;;x
4131;46;39;193;;x
4132;88;42;66;;x
4133;130;45;194;;x
4134;172;48;67;;x
4135;4;51;195;;x
4136;46;54;68;;x
4137;88;57;196;;x
4138;130;60;69;;x
4139;172;63;197;;x
4140;4;66;70;;x
4141;46;69;198;;x
4142;88;72;71;;x
4143;130;75;199;;x
4144;172;78;72;;x
4145;4;81;200;;x
4146;46;84;73;;x
4147;88;87;201;;x
4148;130;90;74;;x
4149;172;93;202;;x
4150;4;96;75;;x
4151;46;99;203;;x
4152;88;102;76;;x
4153;130;105;204;;x
4154;172;108;77;;x
4155;4;111;205;;x
4156;46;114;78;;x
4157;88;117;206;;x
4158;130;120;79;;x
4159;172;123;207;;x
4160;4;126;80;;x
4161;46;129;208;;x
4162;88;132;81;;x
4163;130;135;209;;x
4164;172;138;82;;x
4165;4;141;210;;x
4166;46;144;83;;x
4167;88;147;211;;x
4168;130;150;84;;x
4169;172;153;212;;x
4170;4;156;85;;x
4171;46;159;213;;x
4172;88;162;86;;x
4173;130;165;214;;x
4174;172;168;87;;x
4175;4;171;215;;x
4176;46;174;88;;x
4177;88;177;216;;x
4178;130;180;89;;x
4179;172;183;217;;x
4180;4;186;90;;x
4181;46;189;218;;x
4182;88;192;91;;x
4183;130;195;219;;x
4184;172;198;92;;x
4185;4;201;220;;x
4186;46;204;93;;x
4187;88;207;221;;x
4188;130;210;94;;x
4189;172;0;222;;x
4190;4;3;95;;x
4191;46;6;223;;x
4192;88;9;96;;x
4193;130;12;224;;x
4194;172;15;97;;x
4195;4;18;225;;x
4196;46;21;98;;x
4197;88;24;226;;x
4198;130;27;99;;x
4199;172;30;227;;x
4200;4;33;0;;x
4201;46;36;128;;x
4202;88;39;1;;x
4203;130;42;129;;x
4204;172;45;2;;x
4205;4;48;130;;x
4206;46;51;3;;x
4207;88;54;131;;x
4208;130;57;4;;x
4209;172;60;132;;x
4210;4;63;5;;x
4211;46;66;133;;x
4212;88;69;6;;x
4213;130;72;134;;x
4214;172;75;7;;x
4215;4;78;135;;x
4216;46;81;8;;x
4217;88;84;136;;x
4218;130;87;9;;x
4219;172;90;137;;x
4220;4;93;10;;x
4221;46;96;138;;x
4222;88;99;11;;x
4223;130;102;139;;x
4224;172;105;12;;x
4225;4;108;140;;x
4226;46;111;13;;x
4227;88;114;141;;x
4228;130;117;14;;x
4229;172;120;142;;x
4230;4;123;15;;x
4231;46;126;143;;x
4232;88;129;16;;x
4233;130;132;144;;x
4234;172;135;17;;x
4235;4;138;145;;x
4236;46;141;18;;x
4237;88;144;146;;x
4238;130;147;19;;x
4239;172;150;147;;x
4240;4;153;20;;x
4241;46;156;148;;x
4242;88;159;21;;x
4243;130;162;149;;x
4244;172;165;22;;x
4245;4;168;150;;x
4246;46;171;23;;x
4247;88;174;151;;x
4248;130;177;24;;x
4249;172;180;152;;x
4250;4;183;25;;x
4251;46;186;153;;x
4252;88;189;26;;x
4253;130;192;154;;x
4254;172;195;27;;x
4255;4;198;155;;x
4256;46;201;28;;x
4257;88;204;156;;x
4258;130;207;29;;x
4259;172;210;157;;x
4260;4;0;30;;x
4261;46;3;158;;x
4262;88;6;31;;x
4263;130;9;159;;x
4264;172;12;32;;x
4265;4;15;160;;x
4266;46;18;33;;x
4267;88;21;161;;x
4268;130;24;34;;x
4269;172;27;162;;x
4270;4;30;35;;x
4271;46;33;163;;x
4272;88;36;36;;x
4273;130;39;164;;x
4274;172;42;37;;x
4275;4;45;165;;x
4276;46;48;38;;x
4277;88;51;166;;x
4278;130;54;39;;x
4279;172;57;167;;x
4280;4;60;40;;x
4281;46;63;168;;x
4282;88;66;41;;x
4283;130;69;169;;x
4284;172;72;42;;x
4285;4;75;170;;x
4286;46;78;43;;x
4287;88;81;171;;x
4288;130;84;44;;x
4289;172;87;172;;x
4290;4;90;45;;x
4291;46;93;173;;x
4292;88;96;46;;x
4293;130;99;174;;x
4294;172;102;47;;x
4295;4;105;175;;x
4296;46;108;48;;x
4297;88;111;176;;x
4298;130;114;49;;x
4299;172;117;177;;x
4300;4;120;50;;x
4301;46;123;178;;x
4302;88;126;51;;x
4303;130;129;179;;x
4304;172;132;52;;x
4305;4;135;180;;x
4306;46;138;53;;x
4307;88;141;181;;x
4308;130;144;54;;x
4309;172;147;182;;x
4310;4;150;55;;x
4311;46;153;183;;x
4312;88;156;56;;x
4313;130;159;184;;x
4314;172;162;57;;x
4315;4;165;185;;x
4316;46;168;58;;x
4317;88;171;186;;x
4318;130;174;59;;x
4319;172;177;187;;x
4320;4;180;60;;x
4321;46;183;188;;x
4322;88;186;61;;x
4323;130;189;189;;x
4324;172;192;62;;x
4325;4;195;190;;x
4326;46;198;63;;x
4327;88;201;191;;x
4328;130;204;64;;x
4329;172;207;192;;x
4330;4;210;65;;x
4331;46;0;193;;x
4332;88;3;66;;x
4333;130;6;194;;x
4334;172;9;67;;x
4335;4;12;195;;x
4336;46;15;68;;x
4337;88;18;196;;x
4338;130;21;69;;x
4339;172;24;197;;x
4340;4;27;70;;x
4341;46;30;198;;x
4342;88;33;71;;x
4343;130;36;199;;x
4344;172;39;72;;x
4345;4;42;200;;x
4346;46;45;73;;x
4347;88;48;201;;x
4348;130;51;74;;x
4349;172;54;202;;x
4350;4;57;75;;x
4351;46;60;203;;x
4352;88;63;76;;x
4353;130;66;204;;x
4354;172;69;77;;x
4355;4;72;205;;x
4356;46;75;78;;x
4357;88;78;206;;x
4358;130;81;79;;x
4359;172;84;207;;x
4360;4;87;80;;x
4361;46;90;208;;x
4362;88;93;81;;x
4363;130;96;209;;x
4364;172;99;82;;x
4365;4;102;210;;x
4366;46;105;83;;x
4367;88;108;211;;x
4368;130;111;84;;x
4369;172;114;212;;x
4370;4;117;85;;x
4371;46;120;213;;x
4372;88;123;86;;x
4373;130;126;214;;x
4374;172;129;87;;x
4375;4;132;215;;x
4376;46;135;88;;x
4377;88;138;216;;x
4378;130;141;89;;x
4379;172;144;217;;x
4380;4;147;90;;x
4381;46;150;218;;x
4382;88;153;91;;x
4383;130;156;219;;x
4384;172;159;92;;x
4385;4;162;220;;x
4386;46;165;93;;x
4387;88;168;221;;x
4388;130;171;94;;x
4389;172;174;222;;x
4390;4;177;95;;x
4391;46;180;223;;x
4392;88;183;96;;x
4393;130;186;224;;x
4394;172;189;97;;x
4395;4;192;225;;x
4396;46;195;98;;x
4397;88;198;226;;x
4398;130;201;99;;x
4399;172;204;227;;x
4400;4;207;0;;x
4401;46;210;128;;x
4402;88;0;1;;x
4403;130;3;129;;x
4404;172;6;2;;x
4405;4;9;130;;x
4406;46;12;3;;x
4407;88;15;131;;x
4408;130;18;4;;x
4409;172;21;132;;x
4410;4;24;5;;x
4411;46;27;133;;x
4412;88;30;6;;x
4413;130;33;134;;x
4414;172;36;7;;x
4415;4;39;135;;x
4416;46;42;8;;x
4417;88;45;136;;x
4418;130;48;9;;x
4419;172;51;137;;x
4420;4;54;10;;x
4421;46;57;138;;x
4422;88;60;11;;x
4423;130;63;139;;x
4424;172;66;12;;x
4425;4;69;140;;x
4426;46;72;13;;x
4427;88;75;141;;x
4428;130;78;14;;x
4429;172;81;142;;x
4430;4;84;15;;x
4431;46;87;143;;x
4432;88;90;16;;x
4433;130;93;144;;x
4434;172;96;17;;x
4435;4;99;145;;x
4436;46;102;18;;x
4437;88;105;146;;x
4438;130;108;19;;x
4439;172;111;147;;x
4440;4;114;20;;x
4441;46;117;148;;x
4442;88;120;21;;x
4443;130;123;149;;x
4444;172;126;22;;x
4445;4;129;150;;x
4446;46;132;23;;x
4447;88;135;151;;x
4448;130;138;24;;x
4449;172;141;152;;x
4450;4;144;25;;x
4451;46;147;153;;x
4452;88;150;26;;x
4453;130;153;154;;x
4454;172;156;27;;x
4455;4;159;155;;x
4456;46;162;28;;x
4457;88;165;156;;x
4458;130;168;29;;x
4459;172;171;157;;x
4460;4;174;30;;x
4461;46;177;158;;x
4462;88;180;31;;x
4463;130;183;159;;x
4464;172;186;32;;x
4465;4;189;160;;x
4466;46;192;33;;x
4467;88;195;161;;x
4468;130;198;34;;x
4469;172;201;162;;x
4470;4;204;35;;x
4471;46;207;163;;x
4472;88;210;36;;x
4473;130;0;164;;x
4474;172;3;37;;x
4475;4;6;165;;x
4476;46;9;38;;x
4477;88;12;166;;x
4478;130;15;39;;x
4479;172;18;167;;x
4480;4;21;40;;x
4481;46;24;168;;x
4482;88;27;41;;x
4483;130;30;169;;x
4484;172;33;42;;x
4485;4;36;170;;x
4486;46;39;43;;x
4487;88;42;171;;x
4488;130;45;44;;x
4489;172;48;172;;x
4490;4;51;45;;x
4491;46;54;173;;x
4492;88;57;46;;x
4493;130;60;174;;x
4494;172;63;47;;x
4495;4;66;175;;x
4496;46;69;48;;x
4497;88;72;176;;x
4498;130;75;49;;x
4499;172;78;177;;x
4500;4;81;50;;x
4501;46;84;178;;x
4502;88;87;51;;x
4503;130;90;179;;x
4504;172;93;52;;x
4505;4;96;180;;x
4506;46;99;53;;x
4507;88;102;181;;x
4508;130;105;54;;x
4509;172;108;182;;x
4510;4;111;55;;x
4511;46;114;183;;x
4512;88;117;56;;x
4513;130;120;184;;x
4514;172;123;57;;x
4515;4;126;185;;x
4516;46;129;58;;x
4517;88;132;186;;x
4518;130;135;59;;x
4519;172;138;187;;x
4520;4;141;60;;x
4521;46;144;188;;x
4522;88;147;61;;x
4523;130;150;189;;x
4524;172;153;62;;x
4525;4;156;190;;x
4526;46;159;63;;x
4527;88;162;191;;x
4528;130;165;64;;x
4529;172;168;192;;x
4530;4;171;65;;x
4531;46;174;193;;x
4532;88;177;66;;x
4533;130;180;194;;x
4534;172;183;67;;x
4535;4;186;195;;x
4536;46;189;68;;x
4537;88;192;196;;x
4538;130;195;69;;x
4539;172;198;197;;x
4540;4;201;70;;x
4541;46;204;198;;x
4542;88;207;71;;x
4543;130;210;199;;x
4544;172;0;72;;x
4545;4;3;200;;x
4546;46;6;73;;x
4547;88;9;201;;x
4548;130;12;74;;x
4549;172;15;202;;x
4550;4;18;75;;x
4551;46;21;203;;x
4552;88;24;76;;x
4553;130;27;204;;x
4554;172;30;77;;x
4555;4;33;205;;x
4556;46;36;78;;x
4557;88;39;206;;x
4558;130;42;79;;x
4559;172;45;207;;x
4560;4;48;80;;x
4561;46;51;208;;x
4562;88;54;81;;x
4563;130;57;209;;x
4564;172;60;82;;x
4565;4;63;210;;x
4566;46;66;83;;x
4567;88;69;211;;x
4568;130;72;84;;x
4569;172;75;212;;x
4570;4;78;85;;x
4571;46;81;213;;x
4572;88;84;86;;x
4573;130;87;214;;x
4574;172;90;87;;x
4575;4;93;215;;x
4576;46;96;88;;x
4577;88;99;216;;x
4578;130;102;89;;x
4579;172;105;217;;x
4580;4;108;90;;x
4581;46;111;218;;x
4582;88;114;91;;x
4583;130;117;219;;x
4584;172;120;92;;x
4585;4;123;220;;x
4586;46;126;93;;x
4587;88;129;221;;x
4588;130;132;94;;x
4589;172;135;222;;x
4590;4;138;95;;x
4591;46;141;223;;x
4592;88;144;96;;x
4593;130;147;224;;x
4594;172;150;97;;x
4595;4;153;225;;x
4596;46;156;98;;x
4597;88;159;226;;x
4598;130;162;99;;x
4599;172;165;227;;x
4600;4;168;0;;x
4601;46;171;128;;x
4602;88;174;1;;x
4603;130;177;129;;x
4604;172;180;2;;x
4605;4;183;130;;x
4606;46;186;3;;x
4607;88;189;131;;x
4608;130;192;4;;x
4609;172;195;132;;x
4610;4;198;5;;x
4611;46;201;133;;x
4612;88;204;6;;x
4613;130;207;134;;x
4614;172;210;7;;x
4615;4;0;135;;x
4616;46;3;8;;x
4617;88;6;136;;x
4618;130;9;9;;x
4619;172;12;137;;x
4620;4;15;10;;x
4621;46;18;138;;x
4622;88;21;11;;x
4623;130;24;139;;x
4624;172;27;12;;x
4625;4;30;140;;x
4626;46;33;13;;x
4627;88;36;141;;x
4628;130;39;14;;x
4629;172;42;142;;x
4630;4;45;15;;x
4631;46;48;143;;x
4632;88;51;16;;x
4633;130;54;144;;x
4634;172;57;17;;x
4635;4;60;145;;x
4636;46;63;18;;x
4637;88;66;146;;x
4638;130;69;19;;x
4639;172;72;147;;x
4640;4;75;20;;x
4641;46;78;148;;x
4642;88;81;21;;x
4643;130;84;149;;x
4644;172;87;22;;x
4645;4;90;150;;x
4646;46;93;23;;x
4647;88;96;151;;x
4648;130;99;24;;x
4649;172;102;152;;x
4650;4;105;25;;x
4651;46;108;153;;x
4652;88;111;26;;x
4653;130;114;154;;x
4654;172;117;27;;x
4655;4;120;155;;x
4656;46;123;28;;x
4657;88;126;156;;x
4658;130;129;29;;x
4659;172;132;157;;x
4660;4;135;30;;x
4661;46;138;158;;x
4662;88;141;31;;x
4663;130;144;159;;x
4664;172;147;32;;x
4665;4;150;160;;x
4666;46;153;33;;x
4667;88;156;161;;x
4668;130;159;34;;x
4669;172;162;162;;x
4670;4;165;35;;x
4671;46;168;163;;x
4672;88;171;36;;x
4673;130;174;164;;x
4674;172;177;37;;x
4675;4;180;165;;x
4676;46;183;38;;x
4677;88;186;166;;x
4678;130;189;39;;x
4679;172;192;167;;x
4680;4;195;40;;x
4681;46;198;168;;x
4682;88;201;41;;x
4683;130;204;169;;x
4684;172;207;42;;x
4685;4;210;170;;x
4686;46;0;43;;x
4687;88;3;171;;x
4688;130;6;44;;x
4689;172;9;172;;x
4690;4;12;45;;x
4691;46;15;173;;x
4692;88;18;46;;x
4693;130;21;174;;x
4694;172;24;47;;x
4695;4;27;175;;x
4696;46;30;48;;x
4697;88;33;176;;x
4698;130;36;49;;x
4699;172;39;177;;x
4700;4;42;50;;x
4701;46;45;178;;x
4702;88;48;51;;x
4703;130;51;179;;x
4704;172;54;52;;x
4705;4;57;180;;x
4706;46;60;53;;x
4707;88;63;181;;x
4708;130;66;54;;x
4709;172;69;182;;x
4710;4;72;55;;x
4711;46;75;183;;x
4712;88;78;56;;x
4713;130;81;184;;x
4714;172;84;57;;x
4715;4;87;185;;x
4716;46;90;58;;x
4717;88;93;186;;x
4718;130;96;59;;x
4719;172;99;187;;x
4720;4;102;60;;x
4721;46;105;188;;x
4722;88;108;61;;x
4723;130;111;189;;x
4724;172;114;62;;x
4725;4;117;190;;x
4726;46;120;63;;x
4727;88;123;191;;x
