#EVENTS;;;;;;;;;;;;;;x
VIETmisc.2016.desc;A new cosmetic popular among the noblewomen is made using the egg yolk of from quail eggs instead of the usual chicken eggs. But quail eggs are a rare luxury much more suited for gourmet food. Are these women truly vain?;Un nouveau cosmétique populaire parmi les femmes nobles est fait en utilisant le jaune d'oeuf des oeufs de caille au lieu des oeufs de poule habituels. Mais les oeufs de caille sont un luxe rare, beaucoup plus adapté à la gastronomie. Ces femmes sont-elles vraiment vaines ?;;;;;;;;;;x
VIETmisc.2016.a;A useless product!;Un produit inutile !;;;;;;;;;;;;x
VIETmisc.2078.desc;A strange report from one of your messengers! It appears that every inhabitant of one of the villages in your realm has mysteriously vanished a year ago. Many have searched far and wide, but none were able to where any of these villagers went. Were they murdered? Wandered away? Kidnapped by bandits or otherworldly beings?;Un étrange rapport d'un de vos messagers! Il semble que chaque habitant d'un des villages de votre royaume ait mystérieusement disparu il y a un an. Nombreux sont ceux qui ont cherché partout, mais aucun d'entre eux n'a pu se rendre jusqu'où ces villageois sont allés. Ont-ils été assassinés ? Sont ils partis ? Ont-ils été kidnappé par des bandits ou autres individus ?;;;;;;;;;;x
VIETmisc.2078.a;Seems like supernatural forces at work. Heavens preserve us!;On dirait que des forces surnaturelles sont à l'oeuvre. Que les cieux nous préservent !;;;;;;;;;;;;x
VIETmisc.2079.desc;While eating, you accidentally put way too much salt on your food, mistaking it for sugar or cheese or something of that sort.;En mangeant, vous mettez accidentellement trop de sel sur vos aliments, en les prenant pour du sucre ou du fromage ou quelque chose de ce genre.;;;;;;;;;;x
VIETmisc.2079.a;This tastes horrible! Too salty, too salty!;Ça a un goût horrible ! Trop salé, trop salé !;;;;;;;;;;;;x
VIETmisc.2080.desc;While holding court, I notice one of my courtiers is picking their nose.;Pendant que j'étais dans ma cour, je remarque qu'un de mes courtisans se gratte le nez.;;;;;;;;;;x
VIETmisc.2080.a;Disgusting! I should look away.;Dégoûtant ! Je devrais détourner le regard.;;;;;;;;;;;;x
VIETmisc.2080.b;I should draw attention to and embarrass them.;Je devrais attirer leur attention et les embarrasser.;;;;;;;;;;;;x
VIETmisc.2080.c;Well, I like picking my nose too, so I don't see what's the issue.;Moi aussi, j'aime me gratter le nez, alors je ne vois pas où est le problème.;;;;;;;;;;;;x
VIETmisc.2081.desc;NOOOOOOOOOOOOOO -\n\nOh, never mind. I thought my baklava disappeared, but it was just behind my goblet.;NOOOOOOOOOOOOOON -\n\nOh, laissez tomber. Je croyais que ma baklava avait disparu, mais elle était juste derrière mon gobelet.;;;;;;;;;;x
VIETmisc.2081.a;I did look like a fool, though, but I have no regrets!;Je ressemblais à un imbécile, mais je n'ai pas de regrets !;;;;;;;;;;;;x
VIETmisc.2082.desc;While having intercourse with my lover, feeling the curves of their body, tickling the places that bring pleasure, and doing other intimate things with them, I notice a strange smell. It's a pleasant smell, but one I don't recognize. Could it... never mind, the smell goes away as quickly as it came.;En ayant des rapports sexuels avec mon amante, en ressentant les courbes de leur corps, en chatouillant les endroits qui apportent du plaisir, et en faisant d'autres choses intimes avec eux, je remarque une odeur étrange. C'est une odeur agréable, mais que je ne reconnais pas. Peu importe, l'odeur disparaît aussi vite qu'elle est arrivée.;;;;;;;;;;x
VIETmisc.2082.a;Probably just imagining things.;Probablement en train d'imaginer des choses.;;;;;;;;;;;;x
VIETmisc.2083.desc;Lately, I've been able to last longer in bed.;Dernièrement, j'ai pu tenir plus longtemps au lit.;;;;;;;;;;x
VIETmisc.2083.a;Bring on the fun!;Amusons-nous bien !;;;;;;;;;;;;x
VIETmisc.2084.desc;I've heard rumors that the Emperors of Cathay are so virile that they have thousands of beautiful young concubines and make love with ten or more of them every night.;J'ai entendu des rumeurs selon lesquelles les Empereurs de Cathay sont si virils qu'ils ont des milliers de belles jeunes concubines et font l'amour avec dix d'entre elles ou plus chaque soir.;;;;;;;;;;x
VIETmisc.2084.a;I wish I had thousands of beautiful women with me!;J'aimerais avoir des milliers de belles femmes avec moi !;;;;;;;;;;;;x
VIETmisc.2084.b;I'm content with the relationships I already have.;Je suis content des relations que j'ai déjà.;;;;;;;;;;;;x
VIETmisc.2084.c;Who would want to live in such a sinful lifestyle?;Qui voudrait vivre dans un tel mode de vie de pécheur ?;;;;;;;;;;;;x
VIETmisc.2084.d;I feel sorry for the Emperor, having to put up with so many women.;Je plains l'Empereur de devoir supporter tant de femmes.;;;;;;;;;;;;x
VIETmisc.2085.desc;Last night, I dreamt of making love to the most beautiful person I ever met.;Hier soir, j'ai rêvé de faire l'amour à la plus belle personne que j'aie jamais rencontrée.;;;;;;;;;;x
VIETmisc.2085.a;I’m still feeling a bit aroused.;Je me sens encore un peu excité.;;;;;;;;;;;;x
VIETmisc.2086.desc;In your realm, stories have spread of a conman who sells “charms” to unsuspecting children. Some have said that these charms are actually real, others claim they are fake. Some say the fake ones are as effective if not more than real charms, and yet others believe the opposite. Regardless, the conman seems to have mysteriously left for other lands.;Dans votre royaume, les histoires se sont répandues d'un escroc qui vend des "charmes" à des enfants sans méfiance. Certains ont dit que ces charmes sont réels, d'autres prétendent qu'ils sont faux. Certains disent que les faux sont aussi efficaces sinon plus que de vrais charmes, et d'autres croient le contraire. Quoi qu'il en soit, le connard semble être mystérieusement parti pour d'autres pays.;;;;;;;;;;x
VIETmisc.2086.a;I wonder whether he was a real conman, or a fake one?;Je me demande si c'était un vrai escroc ou pas ?;;;;;;;;;;;;x
VIETmisc.2087.desc;Three pretty wenches throw themselves at you.;Trois jolies filles se jettent sur vous.;;;;;;;;;;x
VIETmisc.2087.a;YES!;OUI !;;;;;;;;;;;;x
VIETmisc.2087.b;I'm not in the mood for this.;Je ne suis pas d'humeur pour ça.;;;;;;;;;;;;x
VIET_foursome_aw_yeah;Three beauties at once? The only thing better than this is...;Trois beautés à la fois? La seule chose beacoup mieux que ça, c'est...;;;;;;;;;;x
VIETmisc.2088.desc;Unfortunately, it seems three wenches were too much for you, and you exhausted yourself way too quickly. In other words, you were a bit too eager, and embarrassed yourself due to your lack of stamina.;Malheureusement, il semble que trois femmes étaient beaucoup trop pour vous  et que vous vous êtes épuisée bien trop vite. En d'autres termes, vous étiez un peu trop enthousiaste et vous vous êtes mis dans l'embarras à cause de votre manque d'endurance.;;;;;;;;;;x
VIETmisc.2088.a;Now I’ll be a laughingstock.;Maintenant, je vais être à la risée de tous.;;;;;;;;;;;;x
VIETmisc.2088.b;I have no regrets.;Je n'ai aucun regrets.;;;;;;;;;;;;x
VIETmisc.2089.desc;You had a great tumble with those three wenches. Rumors are now spreading about your insatiable lust and great virility.;Vous avez eu une magnifique nuit avec ces trois femmes. Les rumeurs se répandent maintenant au sujet de votre soif insatiable et de votre grande virilité.;;;;;;;;;;x
VIETmisc.2089.a;I feel like a real, manly man.;Je me sens vraiment viril.;;;;;;;;;;;;x
VIETmisc.2090.desc;While visiting one of the local taverns, you spot a barmaid, unusually attractive for a peasant. You starting making a move on her, but unlike other wenches you’ve come across, she begs for you to leave her alone. She dare refuses you, so mighty and powerful! She should be serving your needs, no?;En visitant l'une des tavernes locales, vous apercevez une barmaid, inhabituellement attrayante pour une paysanne. Vous commencez à vous en prendre à elle, mais contrairement aux autres femmes que vous avez rencontrées, elle vous supplie de la laisser tranquille. Elle ose vous refuser, si majestueuse et si puissante ! Elle devrait répondre à vos besoins, non ?;;;;;;;;;;x
VIETmisc.2090.a;I'll do with her as I wish!;Je ferai avec elle comme je le souhaite !;;;;;;;;;;;;x
VIETmisc.2090.b;It is wrong to force her like this. I shall leave her alone.;C'est mal de la forcer ainsi. Je vais la laisser tranquille.;;;;;;;;;;;;x
VIET_barmaid_harassment;You can't wait to satisfy your lust.;Vous avez hâte de satisfaire votre luxure.;;;;;;;;;;x
VIETmisc.2091.desc;As you rip her clothes off, and start having your way with her, you fail to notice a dark figure nearby. Before you or your guards can react, a man - who could be her husband, brother, father, friend, or someone else - jumps on you, screaming for you to leave her alone, and begins stabbing you. Though your guards quickly take care of him, it’s too late.;Alors que vous lui arrachez ses vêtements, et que vous commencez à avoir un certain confort avec elle, vous ne remarquez pas une figure sombre à proximité. Avant que vous ou vos gardes ne puissiez réagir, un homme - qui pourrait être son mari, son frère, son père, son ami ou quelqu'un d'autre - saute sur vous, criant pour que vous la laissiez tranquille, et commence à vous poignarder. Bien que vos gardes prennent vite soin de lui, c'est trop tard.;;;;;;;;;;x
VIETmisc.2091.a;Gugghhhh....;Arrrrrgh...;;;;;;;;;;;;x
VIET_you_deserved_it_for_harassing_barmaid;Before you pass out, you hear someone mutter, "That's what he gets for trying to mess with a girl like that.";Avant que vous ne vous évanouissiez, vous entendez quelqu'un marmonner : "C'est ce qu'il gagne à essayer d'embêter une fille comme ça.";;;;;;;;;;x
VIETmisc.2092.desc;What an amazing dream I had last night! After waking up, I rush over to one of my servants, and begin excitedly telling her about the dream. "You see, last night, I dreamt that I was... um, well, the dream mainly revolved around... uh....";Quel rêve incroyable j'ai fait hier soir ! Après mon réveil, je me précipite vers l'un de mes serviteurs et je commence à lui raconter le rêve avec enthousiasme. "Tu vois, hier soir, j'ai rêvé que j'étais... euh, eh bien, le rêve tournait principalement autour... euh...";;;;;;;;;;x
VIETmisc.2092.a;Crap, I forgot what it was about.;Merde, j'ai oublié de quoi il s'agissait.;;;;;;;;;;;;x
VIETmisc.2093.desc;While out and about, visiting one of the local towns, I saw a most peculiar scene. A young man seemed to be gifting a friend of his a roasted bird, for food, but when his friend took the bird, it sprang to life! It was never dead in the first place. The friend looked terrified, while the young man only laughed at his successful prank.;Pendant que je me promenais, visitant une des villes locales, j'ai vu une scène très particulière. Un jeune homme semblait donner à manger à un de ses amis un oiseau rôti, mais quand son ami a pris l'oiseau, il est revenu à la vie! Elle n' a jamais été morte. L'ami semblait terrifié, tandis que le jeune homme ne faisait que rire de sa bonne blague.;;;;;;;;;;x
VIETmisc.2093.a;That was funny!;C'était amusant !;;;;;;;;;;;;x
VIETmisc.2093.b;I should ask him how he did that... I want to try such a prank!;Je devrais lui demander comment il a fait... Je veux essayer une telle farce !;;;;;;;;;;;;x
VIETmisc.2094.desc;I farted so loudly everyone must have heard me.;J'ai pété si fort que tout le monde a dû m'entendre.;;;;;;;;;;x
VIETmisc.2094.a;Um...;Euh ...;;;;;;;;;;;;x
VIETmisc.2095.desc;While making love, I farted at a most unfortunate time.;En faisant l'amour, j'ai pété au moment le plus malheureux.;;;;;;;;;;x
VIETmisc.2095.a;That killed the mood quickly.;Ça a vite détruit l'ambiance.;;;;;;;;;;;;x
VIETmisc.2096.desc;I can't believe it! One of my courtiers absolutely detests one of my favorite stories. Who could even think of criticizing it? Every time I hear a bard sing it I am absolutely spellbound. It has great character development, engaging dialogue, thought provoking themes, and deep symbolism.;Je n'arrive pas à y croire ! Un de mes courtisans déteste absolument une de mes histoires préférées. Qui pourrait même penser à le critiquer ? Chaque fois que j'entends un barde le chanter, je suis envoûté. Il a un grand développement du personnage, un dialogue engageant, des thèmes qui provoquent la réflexion et un symbolisme profond.;;;;;;;;;;x
VIETmisc.2096.a;I admit it can be lewd here and there, but surprisingly this enhances it!;J'admets qu'il peut être obscène ici et là, mais étonnamment, cela l'améliore !;;;;;;;;;;;;x
VIETmisc.2097.desc;If my life was simply a bard’s tale, what kind of story would it be, I wonder?;Si ma vie n'était qu'une histoire de barde, quelle serait-elle ?;;;;;;;;;;x
VIETmisc.2097.a;Romance;Romance;;;;;;;;;;;;x
VIETmisc.2097.b;Satire;Satire;;;;;;;;;;;;x
VIETmisc.2097.c;Epic;Épique;;;;;;;;;;;;x
VIETmisc.2097.d;Allegory;Allégorie;;;;;;;;;;;;x
VIETmisc.2098.desc;Lately there’s been a fad amongst the younger people, where they tilt their head in strange or awkward positions in order to emphasize things they say in the middle of a discussion. These “head tilts” are supposed to make them look imposing or mysterious. To my surprise, I’m pretty good at it myself and unlike the youths, I can pull it off well without looking like a fool.;Ces derniers temps, il y a eu un engouement chez les plus jeunes, où ils ont basculé la tête dans des positions étranges ou maladroites pour mettre l'accent sur ce qu'ils disent au milieu d'une discussion. Ces "inclinaisons de la tête" sont censées les rendre imposantes ou mystérieuses. À ma grande surprise, je suis assez doué pour ça moi-même et contrairement aux jeunes, je peux le faire sans avoir l'air d'un imbécile.;;;;;;;;;;x
VIETmisc.2098.a;My neck is very flexible! Now fear me!;Mon cou est très souple ! Maintenant, craignez-moi !;;;;;;;;;;;;x
VIETmisc.2098.b;That said, I don’t want to partake in this stupid fad.;Cela dit, je ne veux pas participer à cette stupide mode.;;;;;;;;;;;;x
VIETmisc.2099.desc;I accidentally bit my tongue.;Je me suis mordu la langue par accident.;;;;;;;;;;x
VIETmisc.2099.a;Ouch!;Aïe !;;;;;;;;;;;;x
VIETmisc.2100.desc;One of my courtiers' has rather bad teeth, even though we have the tools available to maintain acceptable standards of oral hygiene, such as the miswak, the teeth-cleaning twig. I decide to discuss the matter with my courtier one day, and quote a Hadith: "Make a regular practice of Miswak for verily it is the purification for the mouth and a means of the pleasure of the Lord.";L'un de mes courtisans a des dents plutôt sales, même si nous avons les outils disponibles pour maintenir des normes acceptables d'hygiène bucco-dentaire, comme le miswak, le rameau qui nettoie les dents. Un jour, je décide d'en discuter avec mon courtisan, et je cite un Hadith : "Faites une pratique régulière du Miswak, car c'est en vérité la purification de la bouche et un moyen du plaisir du Seigneur".;;;;;;;;;;x
VIETmisc.2100.a;Your bad breath offends the Prophets and Allah!;Votre mauvaise haleine offense les prophètes et Allah !;;;;;;;;;;;;x
VIETmisc.2101.desc;In one Hadith, the Prophet (peace be upon him) was quoted as saying that "were it not that I might overburdened the Believers I would have ordained them to use Miswak at the time of every prayer." Usage of miswak, the teeth-cleaning twig, is surely a sign of piety! It may be a good idea to vow that I'll use the miswak before every prayer as much as I can.;Dans un Hadith, le Prophète (Que la paix règne sur lui) "si je n'avais pas surmené les croyants, je les aurais ordonnés d'utiliser le Miswak au moment de chaque prière". L'utilisation du miswak, le rameau qui nettoie les dents, est sûrement un signe de piété! C'est peut-être une bonne idée de jurer que j'utiliserai le miswak avant chaque prière autant que possible.;;;;;;;;;;x
VIETmisc.2101.a;A good idea!;C'est une bonne idée !;;;;;;;;;;;;x
VIETmisc.2101.b;Nay, even the Prophet thinks this is too much a burden.;Non, même le Prophète pense que c'est un fardeau trop lourd.;;;;;;;;;;;;x
